Provider ID,Measure Name,Measure ID,Compared to National,Score
340015,CAUTI: Observed Cases,HAI_2_NUMERATOR,Not Available,Not Available
340015,Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards,HAI_2_SIR,Not Available,Not Available
340015,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,No Different than National Benchmark,0.285
340015,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,No Different than National Benchmark,3.055
340015,"SSI: Colon, Number of Procedures",HAI_3_DOPC_DAYS,No Different than National Benchmark,100
340015,SSI: Colon Predicted Cases,HAI_3_ELIGCASES,No Different than National Benchmark,2.673
340015,SSI: Colon Observed Cases,HAI_3_NUMERATOR,No Different than National Benchmark,3
340015,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,No Different than National Benchmark,1.122
340015,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,Not Available,Not Available
340015,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,Not Available,Not Available
340015,"SSI: Abdominal, Number of Procedures",HAI_4_DOPC_DAYS,Not Available,41
340015,SSI: Abdominal Predicted Cases,HAI_4_ELIGCASES,Not Available,0.358
340015,SSI: Abdominal Observed Cases,HAI_4_NUMERATOR,Not Available,1
340015,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,Not Available,Not Available
340015,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,No Different than National Benchmark,0.747
340015,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,No Different than National Benchmark,4.52
340015,MRSA Patient Days,HAI_5_DOPC_DAYS,No Different than National Benchmark,42030
340015,MRSA Predicted Cases,HAI_5_ELIGCASES,No Different than National Benchmark,2.452
340015,MRSA Observed Cases,HAI_5_NUMERATOR,No Different than National Benchmark,5
340015,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,No Different than National Benchmark,2.039
340015,C.diff Lower Confidence Limit,HAI_6_CI_LOWER,No Different than National Benchmark,0.952
340015,C.diff Upper Confidence Limit,HAI_6_CI_UPPER,No Different than National Benchmark,1.889
340015,C.diff Patient Days,HAI_6_DOPC_DAYS,No Different than National Benchmark,40313
340015,C.diff Predicted Cases,HAI_6_ELIGCASES,No Different than National Benchmark,24.253
340015,C.diff Observed Cases,HAI_6_NUMERATOR,No Different than National Benchmark,33
340015,Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections),HAI_6_SIR,No Different than National Benchmark,1.361
340016,CLABSI: Lower Confidence Limit,HAI_1_CI_LOWER,Not Available,Not Available
340016,CLABSI: Upper Confidence Limit,HAI_1_CI_UPPER,Not Available,Not Available
340016,CLABSI: Number of Device Days,HAI_1_DOPC_DAYS,Not Available,Not Available
340016,CLABSI: Predicted Cases,HAI_1_ELIGCASES,Not Available,Not Available
340016,CLABSI: Observed Cases,HAI_1_NUMERATOR,Not Available,Not Available
340016,Central line-associated bloodstream infections (CLABSI) in ICUs and select wards,HAI_1_SIR,Not Available,Not Available
340016,CAUTI: Lower Confidence Limit,HAI_2_CI_LOWER,Not Available,Not Available
340016,CAUTI: Upper Confidence Limit,HAI_2_CI_UPPER,Not Available,Not Available
340016,CAUTI: Number of Urinary Catheter Days,HAI_2_DOPC_DAYS,Not Available,Not Available
340016,CAUTI: Predicted Cases,HAI_2_ELIGCASES,Not Available,Not Available
340016,CAUTI: Observed Cases,HAI_2_NUMERATOR,Not Available,Not Available
340016,Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards,HAI_2_SIR,Not Available,Not Available
340016,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,Not Available,Not Available
340016,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,Not Available,Not Available
340016,"SSI: Colon, Number of Procedures",HAI_3_DOPC_DAYS,Not Available,18
340016,SSI: Colon Predicted Cases,HAI_3_ELIGCASES,Not Available,0.456
340016,SSI: Colon Observed Cases,HAI_3_NUMERATOR,Not Available,0
340016,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,Not Available,Not Available
340016,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,Not Available,Not Available
340016,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,Not Available,Not Available
340016,"SSI: Abdominal, Number of Procedures",HAI_4_DOPC_DAYS,Not Available,4
340016,SSI: Abdominal Predicted Cases,HAI_4_ELIGCASES,Not Available,0.046
340016,SSI: Abdominal Observed Cases,HAI_4_NUMERATOR,Not Available,0
340016,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,Not Available,Not Available
340016,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,Not Available,Not Available
340016,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,Not Available,Not Available
340016,MRSA Patient Days,HAI_5_DOPC_DAYS,Not Available,12560
340016,MRSA Predicted Cases,HAI_5_ELIGCASES,Not Available,0.591
340016,MRSA Observed Cases,HAI_5_NUMERATOR,Not Available,0
340016,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,Not Available,Not Available
340016,C.diff Lower Confidence Limit,HAI_6_CI_LOWER,No Different than National Benchmark,0.163
340016,C.diff Upper Confidence Limit,HAI_6_CI_UPPER,No Different than National Benchmark,1.748
340016,C.diff Patient Days,HAI_6_DOPC_DAYS,No Different than National Benchmark,12552
340016,C.diff Predicted Cases,HAI_6_ELIGCASES,No Different than National Benchmark,4.67
340016,C.diff Observed Cases,HAI_6_NUMERATOR,No Different than National Benchmark,3
340016,Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections),HAI_6_SIR,No Different than National Benchmark,0.642
340017,CLABSI: Lower Confidence Limit,HAI_1_CI_LOWER,Not Available,Not Available
340017,CLABSI: Upper Confidence Limit,HAI_1_CI_UPPER,Not Available,Not Available
340017,CLABSI: Number of Device Days,HAI_1_DOPC_DAYS,Not Available,Not Available
340017,CLABSI: Predicted Cases,HAI_1_ELIGCASES,Not Available,Not Available
340017,CLABSI: Observed Cases,HAI_1_NUMERATOR,Not Available,Not Available
340017,Central line-associated bloodstream infections (CLABSI) in ICUs and select wards,HAI_1_SIR,Not Available,Not Available
340017,CAUTI: Lower Confidence Limit,HAI_2_CI_LOWER,Not Available,Not Available
340017,CAUTI: Upper Confidence Limit,HAI_2_CI_UPPER,Not Available,Not Available
340017,CAUTI: Number of Urinary Catheter Days,HAI_2_DOPC_DAYS,Not Available,Not Available
340017,CAUTI: Predicted Cases,HAI_2_ELIGCASES,Not Available,Not Available
340017,CAUTI: Observed Cases,HAI_2_NUMERATOR,Not Available,Not Available
340017,Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards,HAI_2_SIR,Not Available,Not Available
340017,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,No Different than National Benchmark,0.698
340017,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,No Different than National Benchmark,5.298
340017,"SSI: Colon, Number of Procedures",HAI_3_DOPC_DAYS,No Different than National Benchmark,72
340017,SSI: Colon Predicted Cases,HAI_3_ELIGCASES,No Different than National Benchmark,1.821
340017,SSI: Colon Observed Cases,HAI_3_NUMERATOR,No Different than National Benchmark,4
340017,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,No Different than National Benchmark,2.197
340017,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,Not Available,Not Available
340017,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,Not Available,Not Available
340017,"SSI: Abdominal, Number of Procedures",HAI_4_DOPC_DAYS,Not Available,15
340017,SSI: Abdominal Predicted Cases,HAI_4_ELIGCASES,Not Available,0.157
340017,SSI: Abdominal Observed Cases,HAI_4_NUMERATOR,Not Available,0
340017,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,Not Available,Not Available
340017,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,No Different than National Benchmark,0.269
340017,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,No Different than National Benchmark,5.31
340017,MRSA Patient Days,HAI_5_DOPC_DAYS,No Different than National Benchmark,29145
340017,MRSA Predicted Cases,HAI_5_ELIGCASES,No Different than National Benchmark,1.244
340017,MRSA Observed Cases,HAI_5_NUMERATOR,No Different than National Benchmark,2
340017,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,No Different than National Benchmark,1.607
340017,C.diff Lower Confidence Limit,HAI_6_CI_LOWER,No Different than National Benchmark,0.447
340017,C.diff Upper Confidence Limit,HAI_6_CI_UPPER,No Different than National Benchmark,1.403
340017,C.diff Patient Days,HAI_6_DOPC_DAYS,No Different than National Benchmark,29145
340017,C.diff Predicted Cases,HAI_6_ELIGCASES,No Different than National Benchmark,14.544
340017,C.diff Observed Cases,HAI_6_NUMERATOR,No Different than National Benchmark,12
340017,Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections),HAI_6_SIR,No Different than National Benchmark,0.825
340020,CLABSI: Lower Confidence Limit,HAI_1_CI_LOWER,Not Available,Not Available
340020,CLABSI: Upper Confidence Limit,HAI_1_CI_UPPER,Not Available,Not Available
340020,CLABSI: Number of Device Days,HAI_1_DOPC_DAYS,Not Available,Not Available
340020,CLABSI: Predicted Cases,HAI_1_ELIGCASES,Not Available,Not Available
340020,CLABSI: Observed Cases,HAI_1_NUMERATOR,Not Available,Not Available
340020,Central line-associated bloodstream infections (CLABSI) in ICUs and select wards,HAI_1_SIR,Not Available,Not Available
340020,CAUTI: Lower Confidence Limit,HAI_2_CI_LOWER,Not Available,Not Available
340020,CAUTI: Upper Confidence Limit,HAI_2_CI_UPPER,Not Available,Not Available
340020,CAUTI: Number of Urinary Catheter Days,HAI_2_DOPC_DAYS,Not Available,Not Available
340020,CAUTI: Predicted Cases,HAI_2_ELIGCASES,Not Available,Not Available
340020,CAUTI: Observed Cases,HAI_2_NUMERATOR,Not Available,Not Available
340020,Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards,HAI_2_SIR,Not Available,Not Available
340020,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,No Different than National Benchmark,Not Available
340020,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,No Different than National Benchmark,2.802
340020,"SSI: Colon, Number of Procedures",HAI_3_DOPC_DAYS,No Different than National Benchmark,43
340020,SSI: Colon Predicted Cases,HAI_3_ELIGCASES,No Different than National Benchmark,1.069
340020,SSI: Colon Observed Cases,HAI_3_NUMERATOR,No Different than National Benchmark,0
340020,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,No Different than National Benchmark,0
340020,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,Not Available,Not Available
340020,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,Not Available,Not Available
340020,"SSI: Abdominal, Number of Procedures",HAI_4_DOPC_DAYS,Not Available,34
340020,SSI: Abdominal Predicted Cases,HAI_4_ELIGCASES,Not Available,0.264
340020,SSI: Abdominal Observed Cases,HAI_4_NUMERATOR,Not Available,0
340020,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,Not Available,Not Available
340020,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,Not Available,Not Available
340020,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,Not Available,Not Available
340020,MRSA Patient Days,HAI_5_DOPC_DAYS,Not Available,16668
340020,MRSA Predicted Cases,HAI_5_ELIGCASES,Not Available,0.789
340020,MRSA Observed Cases,HAI_5_NUMERATOR,Not Available,4
340020,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,Not Available,Not Available
340020,C.diff Lower Confidence Limit,HAI_6_CI_LOWER,No Different than National Benchmark,0.291
340020,C.diff Upper Confidence Limit,HAI_6_CI_UPPER,No Different than National Benchmark,1.761
340020,C.diff Patient Days,HAI_6_DOPC_DAYS,No Different than National Benchmark,15190
340020,C.diff Predicted Cases,HAI_6_ELIGCASES,No Different than National Benchmark,6.295
340020,C.diff Observed Cases,HAI_6_NUMERATOR,No Different than National Benchmark,5
340020,Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections),HAI_6_SIR,No Different than National Benchmark,0.794
340021,CLABSI: Lower Confidence Limit,HAI_1_CI_LOWER,Not Available,Not Available
340021,CLABSI: Upper Confidence Limit,HAI_1_CI_UPPER,Not Available,Not Available
340021,CLABSI: Number of Device Days,HAI_1_DOPC_DAYS,Not Available,Not Available
340021,CLABSI: Predicted Cases,HAI_1_ELIGCASES,Not Available,Not Available
340021,CLABSI: Observed Cases,HAI_1_NUMERATOR,Not Available,Not Available
340021,Central line-associated bloodstream infections (CLABSI) in ICUs and select wards,HAI_1_SIR,Not Available,Not Available
340021,CAUTI: Lower Confidence Limit,HAI_2_CI_LOWER,Not Available,Not Available
340021,CAUTI: Upper Confidence Limit,HAI_2_CI_UPPER,Not Available,Not Available
340021,CAUTI: Number of Urinary Catheter Days,HAI_2_DOPC_DAYS,Not Available,Not Available
340021,CAUTI: Predicted Cases,HAI_2_ELIGCASES,Not Available,Not Available
340021,CAUTI: Observed Cases,HAI_2_NUMERATOR,Not Available,Not Available
340021,Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards,HAI_2_SIR,Not Available,Not Available
340021,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,No Different than National Benchmark,0.022
340021,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,No Different than National Benchmark,2.204
340021,"SSI: Colon, Number of Procedures",HAI_3_DOPC_DAYS,No Different than National Benchmark,83
340021,SSI: Colon Predicted Cases,HAI_3_ELIGCASES,No Different than National Benchmark,2.238
340021,SSI: Colon Observed Cases,HAI_3_NUMERATOR,No Different than National Benchmark,1
340021,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,No Different than National Benchmark,0.447
340021,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,No Different than National Benchmark,Not Available
340021,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,No Different than National Benchmark,2.102
340021,"SSI: Abdominal, Number of Procedures",HAI_4_DOPC_DAYS,No Different than National Benchmark,147
340021,SSI: Abdominal Predicted Cases,HAI_4_ELIGCASES,No Different than National Benchmark,1.425
340021,SSI: Abdominal Observed Cases,HAI_4_NUMERATOR,No Different than National Benchmark,0
340021,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,No Different than National Benchmark,0
340021,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,No Different than National Benchmark,0.404
340021,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,No Different than National Benchmark,4.32
340021,MRSA Patient Days,HAI_5_DOPC_DAYS,No Different than National Benchmark,36889
340021,MRSA Predicted Cases,HAI_5_ELIGCASES,No Different than National Benchmark,1.89
340021,MRSA Observed Cases,HAI_5_NUMERATOR,No Different than National Benchmark,3
340021,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,No Different than National Benchmark,1.587
340021,C.diff Lower Confidence Limit,HAI_6_CI_LOWER,Better than the National Benchmark,0.373
340021,C.diff Upper Confidence Limit,HAI_6_CI_UPPER,Better than the National Benchmark,0.902
340021,C.diff Patient Days,HAI_6_DOPC_DAYS,Better than the National Benchmark,34707
340021,C.diff Predicted Cases,HAI_6_ELIGCASES,Better than the National Benchmark,33.655
340021,C.diff Observed Cases,HAI_6_NUMERATOR,Better than the National Benchmark,20
340021,Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections),HAI_6_SIR,Better than the National Benchmark,0.594
340023,CLABSI: Lower Confidence Limit,HAI_1_CI_LOWER,Not Available,Not Available
340023,CLABSI: Upper Confidence Limit,HAI_1_CI_UPPER,Not Available,Not Available
340023,CLABSI: Number of Device Days,HAI_1_DOPC_DAYS,Not Available,Not Available
340023,CLABSI: Predicted Cases,HAI_1_ELIGCASES,Not Available,Not Available
340023,CLABSI: Observed Cases,HAI_1_NUMERATOR,Not Available,Not Available
340023,Central line-associated bloodstream infections (CLABSI) in ICUs and select wards,HAI_1_SIR,Not Available,Not Available
340023,CAUTI: Lower Confidence Limit,HAI_2_CI_LOWER,Not Available,Not Available
340023,CAUTI: Upper Confidence Limit,HAI_2_CI_UPPER,Not Available,Not Available
340023,CAUTI: Number of Urinary Catheter Days,HAI_2_DOPC_DAYS,Not Available,Not Available
340023,CAUTI: Predicted Cases,HAI_2_ELIGCASES,Not Available,Not Available
340023,CAUTI: Observed Cases,HAI_2_NUMERATOR,Not Available,Not Available
340023,Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards,HAI_2_SIR,Not Available,Not Available
340023,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,Not Available,Not Available
340023,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,Not Available,Not Available
340023,"SSI: Colon, Number of Procedures",HAI_3_DOPC_DAYS,Not Available,34
340023,SSI: Colon Predicted Cases,HAI_3_ELIGCASES,Not Available,0.87
340023,SSI: Colon Observed Cases,HAI_3_NUMERATOR,Not Available,1
340023,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,Not Available,Not Available
340023,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,Not Available,Not Available
340023,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,Not Available,Not Available
340023,"SSI: Abdominal, Number of Procedures",HAI_4_DOPC_DAYS,Not Available,64
