id,provider_id,measure_name,measure_id,compared_to_national,score,n_score
1135,340143,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,175.15,1.186487769
1136,340143,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,0.38,0.001717567
1137,340143,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,0.12,0.000400882
1138,340143,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,0.06,0
1139,340143,Serious complications,PSI_90_SAFETY,No Different than the National Rate,0.83,0.00593692
1140,340144,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,2.9,0.156560088
1141,340144,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,No Different than the National Rate,14.1,0.10626703
1143,340144,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,6.9,0.047023237
1144,340144,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,11.6,0.065908961
1145,340144,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No Different than the National Rate,14.6,0.090484784
1146,340144,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,13.6,0.088595171
1147,340144,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,4.76,0.031741744
1148,340144,Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,11.11,0.075078136
1149,340144,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,2.8,0.019927273
1150,340144,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,1.71,0.010871714
1151,340144,Pressure sores,PSI_3_ULCER,No Different than the National Rate,0.28,0.001236163
1153,340144,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,0.37,0.001663894
1154,340144,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,0.15,0.000601323
1155,340144,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,0.06,0
1156,340144,Serious complications,PSI_90_SAFETY,No Different than the National Rate,0.92,0.006604824
1157,340145,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,3.7,0.200661521
1158,340145,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,No Different than the National Rate,13.8,0.103996367
1160,340145,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,7.8,0.053210505
1161,340145,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,11.9,0.067622366
1162,340145,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No Different than the National Rate,16,0.099197212
1163,340145,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,13.2,0.085977884
1164,340145,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,5.94,0.039710948
1165,340145,Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,11.2,0.075689632
1166,340145,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,2.25,0.015927273
1167,340145,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,0.97,0.005995915
1168,340145,Pressure sores,PSI_3_ULCER,No Different than the National Rate,0.22,0.000899028
1169,340145,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,128.11,0.867723792
1170,340145,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,0.36,0.00161022
1171,340145,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,0.14,0.000534509
1172,340145,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,0.06,0
1173,340145,Serious complications,PSI_90_SAFETY,No Different than the National Rate,0.81,0.005788497
1174,340147,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,3.3,0.178610805
1175,340147,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,No Different than the National Rate,13.9,0.104753255
1177,340147,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,7.9,0.053897979
1178,340147,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,12.4,0.07047804
1179,340147,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,Worse than the National Rate,20.4,0.126579128
1180,340147,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,13.2,0.085977884
1181,340147,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,4.5,0.029985818
1182,340147,Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,8.46,0.057072972
1183,340147,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,2.62,0.018618182
1184,340147,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,Worse than the National Rate,2.45,0.015747513
1185,340147,Pressure sores,PSI_3_ULCER,No Different than the National Rate,0.08,0.000112378
1186,340147,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,140.79,0.953649116
1187,340147,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,0.44,0.002039611
1188,340147,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,0.09,0.000200441
1189,340147,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,0.06,0
1190,340147,Serious complications,PSI_90_SAFETY,No Different than the National Rate,1.04,0.007495362
1198,340148,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,3.46,0.022962113
1199,340148,Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,8.09,0.054559043
1200,340148,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,2.6,0.018472727
1201,340148,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,0.84,0.005139356
1202,340148,Pressure sores,PSI_3_ULCER,No Different than the National Rate,0.41,0.001966624
1204,340148,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,0.39,0.001771241
1205,340148,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,0.16,0.000668137
1206,340148,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,0.06,0
1207,340148,Serious complications,PSI_90_SAFETY,No Different than the National Rate,0.63,0.00445269
1208,340151,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,3.1,0.167585447
1209,340151,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,No Different than the National Rate,13.2,0.099455041
1211,340151,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,7.5,0.051148082
1212,340151,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,9.7,0.055057399
1213,340151,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No Different than the National Rate,16.8,0.104175742
1214,340151,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,12.8,0.083360597
1215,340151,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,4.5,0.029985818
1216,340151,Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,9.4,0.063459709
1217,340151,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,2.2,0.015563636
1218,340151,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,1.47,0.009290374
1219,340151,Pressure sores,PSI_3_ULCER,No Different than the National Rate,0.18,0.000674271
1221,340151,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,0.4,0.001824915
1222,340151,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,0.14,0.000534509
1223,340151,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,0.06,0
1224,340151,Serious complications,PSI_90_SAFETY,No Different than the National Rate,0.83,0.00593692
1225,340155,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,2.8,0.151047409
1226,340155,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,No Different than the National Rate,14.1,0.10626703
1227,340155,Death rate for CABG,MORT_30_CABG,No Different than the National Rate,2.9,0.160997732
1228,340155,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,6.6,0.044960814
1229,340155,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,11.3,0.064195557
1230,340155,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No Different than the National Rate,15,0.092974049
1231,340155,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,13.9,0.090558136
1232,340155,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,4.97,0.033159992
1233,340155,Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,7.44,0.050142682
1234,340155,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,2.54,0.018036364
1235,340155,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,1.33,0.008367925
1236,340155,Pressure sores,PSI_3_ULCER,No Different than the National Rate,0.37,0.001741867
1237,340155,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,145.52,0.985701701
1238,340155,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,0.35,0.001556546
1239,340155,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,0.09,0.000200441
1240,340155,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,0.06,0
1241,340155,Serious complications,PSI_90_SAFETY,No Different than the National Rate,0.81,0.005788497
1247,340156,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No Different than the National Rate,14.3,0.088617836
1252,340156,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,1.41,0.008895039
1253,340156,Pressure sores,PSI_3_ULCER,No Different than the National Rate,0.46,0.00224757
1255,340156,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,0.41,0.001878589
1256,340156,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,0.17,0.00073495
1258,340156,Serious complications,PSI_90_SAFETY,No Different than the National Rate,0.9,0.006456401
1259,340158,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,2.7,0.14553473
1260,340158,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,No Different than the National Rate,13.8,0.103996367
1262,340158,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,9.2,0.062835144
1263,340158,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,13.1,0.074475984
1264,340158,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No Different than the National Rate,16.5,0.102308793
1265,340158,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,12.5,0.081397631
1266,340158,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,2.4,0.015803336
1267,340158,Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,7.72,0.052045115
1268,340158,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,2.1,0.014836364
1269,340158,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,1.18,0.007379588
1270,340158,Pressure sores,PSI_3_ULCER,No Different than the National Rate,0.21,0.000842839
1271,340158,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,142.76,0.966998712
1272,340158,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,0.41,0.001878589
1273,340158,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,0.14,0.000534509
1274,340158,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,0.06,0
1275,340158,Serious complications,PSI_90_SAFETY,No Different than the National Rate,0.62,0.004378479
1276,340159,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,3.7,0.200661521
1279,340159,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,6.8,0.046335762
1280,340159,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,12,0.0681935
1281,340159,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No Different than the National Rate,15.8,0.09795258
1282,340159,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,15.1,0.098409998
1283,340159,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,6.33,0.042344837
1286,340159,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,1.48,0.009356263
1287,340159,Pressure sores,PSI_3_ULCER,No Different than the National Rate,0.35,0.001629488
1289,340159,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,0.39,0.001771241
1290,340159,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,0.16,0.000668137
1291,340159,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,0.06,0
1292,340159,Serious complications,PSI_90_SAFETY,No Different than the National Rate,0.96,0.00690167
1293,340166,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,3.3,0.178610805
1294,340166,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,No Different than the National Rate,13.2,0.099455041
1296,340166,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,7.4,0.050460608
1297,340166,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,13.7,0.077902793
1298,340166,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No Different than the National Rate,17.7,0.109776588
1299,340166,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,12.8,0.083360597
1300,340166,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,4.05,0.026946714
1301,340166,Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,8.64,0.058295964
1302,340166,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,2.18,0.015418182
1303,340166,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,1.38,0.008697371
1304,340166,Pressure sores,PSI_3_ULCER,No Different than the National Rate,0.24,0.001011406
1306,340166,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,0.42,0.001932263
1307,340166,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,0.14,0.000534509
1308,340166,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,0.06,0
1309,340166,Serious complications,PSI_90_SAFETY,No Different than the National Rate,0.78,0.005565863
1327,340171,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,3.5,0.189636163
1328,340171,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,No Different than the National Rate,12.4,0.093399939
1330,340171,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,7.4,0.050460608
1331,340171,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,11.2,0.063624422
1332,340171,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No Different than the National Rate,16.6,0.10293111
1333,340171,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,13.7,0.089249493
1334,340171,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,4.02,0.026744108
1335,340171,Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,8.97,0.060538117
1336,340171,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,2.66,0.018909091
1337,340171,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,1.33,0.008367925
1338,340171,Pressure sores,PSI_3_ULCER,No Different than the National Rate,0.5,0.002472327
1339,340171,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,124.59,0.843870705
1340,340171,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,0.36,0.00161022
1341,340171,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,0.12,0.000400882
1342,340171,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,0.06,0
1343,340171,Serious complications,PSI_90_SAFETY,No Different than the National Rate,0.78,0.005565863
1344,340173,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,2,0.106945976
1345,340173,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,No Different than the National Rate,13.9,0.104753255
1347,340173,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,9.5,0.064897566
1348,340173,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,13.5,0.076760523
1349,340173,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No Different than the National Rate,17.8,0.110398905
1350,340173,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,13.9,0.090558136
1351,340173,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,7.07,0.047342473
1352,340173,Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,6.5,0.043755945
1353,340173,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,1.96,0.013818182
1354,340173,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,1.64,0.01041049
1355,340173,Pressure sores,PSI_3_ULCER,No Different than the National Rate,0.12,0.000337135
1356,340173,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,132.18,0.895303924
1357,340173,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,0.49,0.002307981
1358,340173,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,0.29,0.001536714
1359,340173,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,0.06,0
1360,340173,Serious complications,PSI_90_SAFETY,No Different than the National Rate,1.04,0.007495362
1361,340183,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,2.2,0.117971334
1362,340183,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,No Different than the National Rate,12.5,0.094156827
1364,340183,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,6.9,0.047023237
1365,340183,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,11.1,0.063053287
1366,340183,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No Different than the National Rate,16,0.099197212
1367,340183,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,12.2,0.079434666
1368,340183,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,5.41,0.036131559
1369,340183,Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,11.08,0.074874304
1370,340183,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,2.16,0.015272727
1371,340183,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,1.52,0.009619819
1372,340183,Pressure sores,PSI_3_ULCER,No Different than the National Rate,0.18,0.000674271
1373,340183,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,121.9,0.825642068
1374,340183,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,0.35,0.001556546
1375,340183,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,0.24,0.001202646
1376,340183,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,0.06,0
1377,340183,Serious complications,PSI_90_SAFETY,No Different than the National Rate,0.91,0.006530612
1378,340184,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,2,0.106945976
1379,340184,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,No Different than the National Rate,13,0.097941266
1381,340184,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,7.6,0.051835556
1382,340184,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,11,0.062482152
1383,340184,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No Different than the National Rate,15.7,0.097330263
1384,340184,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,14.2,0.092521102
1385,340184,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,5.15,0.034375633
1386,340184,Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,9.31,0.062848213
1387,340184,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,2.17,0.015345455
1388,340184,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,1.83,0.011662384
1389,340184,Pressure sores,PSI_3_ULCER,No Different than the National Rate,0.25,0.001067596
1390,340184,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,130.31,0.882631971
1391,340184,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,0.34,0.001502872
1392,340184,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,0.14,0.000534509
1393,340184,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,0.06,0
1394,340184,Serious complications,PSI_90_SAFETY,No Different than the National Rate,0.94,0.006753247
1395,340186,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,2.3,0.123484013
1398,340186,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,8.8,0.060085247
1399,340186,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,12.9,0.073333714
1400,340186,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No Different than the National Rate,18.1,0.112265854
1401,340186,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,14.1,0.09186678
1402,340186,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,3.97,0.026406429
1403,340186,Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,9.32,0.062916157
1404,340186,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,2.21,0.015636364
1405,340186,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,1.31,0.008236147
1406,340186,Pressure sores,PSI_3_ULCER,No Different than the National Rate,0.26,0.001123785
1408,340186,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,0.37,0.001663894
1409,340186,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,0.14,0.000534509
1410,340186,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,0.06,0
1411,340186,Serious complications,PSI_90_SAFETY,No Different than the National Rate,0.76,0.00541744
1432,340188,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,7.6,0.051835556
1434,340188,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No Different than the National Rate,15.6,0.096707947
1445,340188,Serious complications,PSI_90_SAFETY,No Different than the National Rate,0.9,0.006456401
1483,341303,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,7,0.047710711
1485,341303,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No Different than the National Rate,15.8,0.09795258
1500,341304,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,7.6,0.051835556
1501,341304,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,12.7,0.072191444
1502,341304,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No Different than the National Rate,15.7,0.097330263
1503,341304,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,15.7,0.102335929
1517,341305,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,8.1,0.055272927
1518,341305,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,11.5,0.065337826
1519,341305,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No Different than the National Rate,15.5,0.096085631
1534,341307,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,8.8,0.060085247
1535,341307,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,12,0.0681935
1536,341307,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No Different than the National Rate,17,0.105420375
1552,341311,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,13,0.073904849
1553,341311,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No Different than the National Rate,16.1,0.099819528
1568,341314,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,8.3,0.056647876
1569,341314,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,12,0.0681935
1570,341314,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No Different than the National Rate,15.2,0.094218682
1585,341315,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,7.8,0.053210505
1586,341315,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,11.8,0.067051231
1587,341315,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No Different than the National Rate,16.7,0.103553426
1603,341316,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,13.9,0.079045063
1604,341316,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No Different than the National Rate,14.6,0.090484784
1619,341317,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,8.5,0.058022824
1621,341317,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No Different than the National Rate,14.7,0.091107101
1633,341318,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,2.7,0.14553473
1636,341318,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,7.7,0.05252303
1637,341318,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,12.4,0.07047804
1638,341318,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No Different than the National Rate,14.9,0.092351733
1639,341318,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,16.1,0.104953216
