Name,EduScore,Hospital
"Paola A Gehrig, MD",0,University of North Carolina Hospitals
"Christopher W Olcott, MD",1,University of North Carolina Hospitals
"William A Primack, MD",0,University of North Carolina Hospitals
"Stephen Leinenweber, MD",0,University of North Carolina Hospitals
"Tolga Mesen, MD",0,UNC REX Healthcare
"Esa Alohilani Bloedon, MD",0,University of North Carolina Hospitals
"Nicholas Shungu, MD",3,University of North Carolina Hospitals
"David Grimes, MD",1,University of North Carolina Hospitals
"Heidi Swygard, MD",0,University of North Carolina Hospitals
"Katherine Davis Westreich, MD",1,University of North Carolina Hospitals
"Kevin Anthony Carneiro, DO",0,University of North Carolina Hospitals
"Adam Jordan Kimple, MD",1,University of North Carolina Hospitals
"Alexis Anne Dieter, MD",3,UNC REX Healthcare
"Philip Roehrs, MD",0,University of North Carolina Hospitals
"Joshua J Alexander, MD",2,University of North Carolina Hospitals
"Jonathan S Serody, MD",1,University of North Carolina Hospitals
"Daniel I Kaufer, MD",0,University of North Carolina Hospitals
"Rebecca E Traub, MD",0,University of North Carolina Hospitals
"Mark E Henry, MD",0,University of North Carolina Hospitals
"Harendra Arora, MD",0,University of North Carolina Hospitals
"Paul Halweg, MD",0,University of North Carolina Hospitals
"David A Gerber, MD",2,University of North Carolina Hospitals
"Bryant Armond Murphy, MD",0,Cape Fear Valley Medical Center
"J.R. Trey Bateman, MD",1,University of North Carolina Hospitals
"Marley Lawrence, MD",1,University of North Carolina Hospitals
"Amy White Fox, MD",0,University of North Carolina Hospitals
"Robert Stewart Hagan, MD",0,University of North Carolina Hospitals
"Scott W. Elton, MD",2,University of North Carolina Hospitals
"Kathryn Watson Cobb, MD",0,University of North Carolina Hospitals
"L. Jarrett Barnhill, MD",0,University of North Carolina Hospitals
"Janelle Ruth Bludorn, PA",0,Santa Barbara Cottage Hospital
"Carlton R Moore, MD",2,University of North Carolina Hospitals
"Wendy R. Brewster, MD",2,UNC REX Healthcare
"Janel Darcy Hunter, MD",0,University of North Carolina Hospitals
"Onyinye I Iweala, MD",0,University of North Carolina Hospitals
"Samantha E Meltzer-Brody, MD",2,University of North Carolina Hospitals
Christena B Raines,0,University of North Carolina Hospitals
"Monte S Willis, MD",1,University of North Carolina Hospitals
"Timothy Paul Bukowski, MD",0,UNC REX Healthcare
"Kevin J Kelly, MD",0,Froedtert Memorial Lutheran Hospital
"Nicole Lopez, MD",0,University of North Carolina Hospitals
Leonard K Kovalick,0,University of North Carolina Hospitals
"Martin McCaffrey, MD",0,University of North Carolina Hospitals
"Raj Kurpad, MD",2,University of North Carolina Hospitals
"Samuel Cykert, MD",0,University of North Carolina Hospitals
"Joseph A Duncan, MD",1,University of North Carolina Hospitals
"David L Smith, MD",0,University of North Carolina Hospitals
"Thomas M Miller, MD",1,University of North Carolina Hospitals
"John Clarke, MD",1,University of North Carolina Hospitals
"Carlos Armando Zamora, MD",0,University of North Carolina Hospitals
"Rumey Ishizawar, MD",1,University of North Carolina Hospitals
"Paul B Watkins, MD",2,University of North Carolina Hospitals
"Parth Dipam Patel, MD",2,University of North Carolina Hospitals
"Angela Smith, MD",1,University of North Carolina Hospitals
"Cedric Marc Bright, MD",1,University of North Carolina Hospitals
"Ari Isaacson, MD",1,University of North Carolina Hospitals
"Keisha Gibson, MD",1,University of North Carolina Hospitals
"R. Lee Jobe, MD",1,UNC REX Healthcare
"Silva Markovic-Plese, MD",0,University of North Carolina Hospitals
"James F Donohue, MD",0,University of North Carolina Hospitals
"Escher Howard-Williams, MD",1,University of North Carolina Hospitals
"Sue Ellen Cox, MD",2,University of North Carolina Hospitals
"Cherie M Kuzmiak, MD",0,University of North Carolina Hospitals
"Susan F Slatkoff, MD",3,University of North Carolina Hospitals
"David Andrew Tendler, MD",3,Duke Regional Hospital
"Kevin Brown, MD",0,University of North Carolina Hospitals
"Anne Wood Beaven, MD",1,University of North Carolina Hospitals
"Benjamin F Calvo, MD",0,UNC REX Healthcare
"Andrew Zhuang Wang, MD",0,UNC REX Healthcare
"John P. Mounsey, MD",0,UNC REX Healthcare
"Yolanda V Scarlett, MD",1,University of North Carolina Hospitals
"Karen Ellen (Breach-Washington) Breach, MD",0,Carolinas Medical Center
"Evan A Ashkin, MD",0,University of North Carolina Hospitals
"Jeffrey M Crane, MD",0,UNC REX Healthcare
"Kevin Michael Lee, MD",1,UNC REX Healthcare
"Sharon Theresa Kapeluk, MD",1,University of North Carolina Hospitals
"Anne Z Steiner, MD",2,UNC REX Healthcare
"Ian Jonathan Davis, MD",2,University of North Carolina Hospitals
"Keri Ann Fitzsimmons, MD",1,University of North Carolina Hospitals
"Michael J Steiner, MD",0,University of North Carolina Hospitals
"Monika Nanda, MD",0,University of North Carolina Hospitals
"Blair Robinson, MD",1,UNC REX Healthcare
"Debra L Bynum, MD",1,University of North Carolina Hospitals
"Depesh K Patel, MD",0,University of North Carolina Hospitals
"Mahesh K Varia, MD",0,Harnett Health System
"Diane Warner, MD",0,FirstHealth Moore Regional Hospital
"Julia S Knerr, MD",3,University of North Carolina Hospitals
"Gayle B Thomas, MD",2,University of North Carolina Hospitals
Heather M Schultz,0,University of North Carolina Hospitals
"Maureen Kimani, MD",0,University of North Carolina Hospitals
"David Colin Johnson, MD",1,University of North Carolina Hospitals
"Marcia Koomen, MD",1,University of North Carolina Hospitals
"Jennifer Ke Whitham, MD",0,UNC REX Healthcare
"Katherine Camper Clement, MD",0,University of North Carolina Hospitals
"Julie S Byerley, MD",3,University of North Carolina Hospitals
Kristi (Page) Hildebrand,0,UNC REX Healthcare
"Ashish Pulikal, MD",0,University of North Carolina Hospitals
"Robert S Sandler, MD",3,University of North Carolina Hospitals
Timothy J Ives,0,University of North Carolina Hospitals
"Cherrelle Smith, MD",0,University of North Carolina Hospitals
"Matthew James Bruehl, MD",0,University of North Carolina Hospitals
"Gary Sterling Berger, MD",0,University of North Carolina Hospitals
"Karen K Poulos, MD",1,University of North Carolina Hospitals
Sarah B Waters,0,University of North Carolina Hospitals
"Aaron Trimble, MD",1,University of North Carolina Hospitals
"Clark R Denniston, MD",0,University of North Carolina Hospitals
"Cristen P Page, MD",1,University of North Carolina Hospitals
"Jacqueline Halladay, MD",1,University of North Carolina Hospitals
"Tatyana Elizabeth Fontenot, MD",0,University of North Carolina Hospitals
"Adam O Goldstein, MD",0,University of North Carolina Hospitals
"Ajay S Gulati, MD",2,University of North Carolina Hospitals
"David M Stamilio, MD",0,FirstHealth Moore Regional Hospital
"Arthur S Aylsworth, MD",3,University of North Carolina Hospitals
"Byron A Lindsey, MD",0,University of North Carolina Hospitals
"Margaret L Gourlay, MD",0,University of North Carolina Hospitals
"Sidney E Levinson, MD",2,University of North Carolina Hospitals
"Erin Marie Malloy, MD",0,University of North Carolina Hospitals
"Kim L Isaacs, MD",0,University of North Carolina Hospitals
"Anthony Meyer, MD",3,University of North Carolina Hospitals
"John L Cotton, MD",0,UNC REX Healthcare
"Gary S Winzelberg, MD",1,University of North Carolina Hospitals
"Nancy Chescheir, MD",1,UNC REX Healthcare
"Martin Ulshen, MD",1,Duke University Hospital
"Alice De-Ling Ma, MD",2,University of North Carolina Hospitals
"Austin S Rose, MD",1,CarolinaEast Health System
"Julian Gary Rosenman, MD",1,Harnett Health System
"Thomas E Stinchcombe, MD",1,University of North Carolina Hospitals
"Matthew Mauro, MD",2,University of North Carolina Hospitals
"Gary S Winzelberg, MD",1,University of North Carolina Hospitals
"Matthew Mauro, MD",2,University of North Carolina Hospitals
"Daryhl L Johnson II, MD",1,University of North Carolina Hospitals
"Sarah Tatjana Maria (Schaaf) Adams, MD",0,University of North Carolina Hospitals
"Brian Keith Brodwater, MD",1,New Hanover Regional Medical Center
"Martin Ulshen, MD",1,Duke University Hospital
"Kandace P McGuire, MD",0,University of North Carolina Hospitals
"Alexander Harrison Consky, MD",1,University of North Carolina Hospitals
"Charles Michael Van Der Horst, MD",0,University of North Carolina Hospitals
"Moe R Lim, MD",0,University of North Carolina Hospitals
"Brian P. Vickery, MD",0,University of North Carolina Hospitals
"Alexander Harrison Consky, MD",1,University of North Carolina Hospitals
"Sarah Tatjana Maria (Schaaf) Adams, MD",0,University of North Carolina Hospitals
"Xuming Dai, MD",0,Nash Health Care Systems
"Stuart Gold, MD",2,UNC REX Healthcare
"Thomas J Bice, MD",2,University of North Carolina Hospitals
"William Upton Heard, MD",0,University of North Carolina Hospitals
"Brent A Senior, MD",2,University of North Carolina Hospitals
"Claire Farel, MD",1,University of North Carolina Hospitals
"Mary Jannette Busby-Whitehead, MD",0,University of North Carolina Hospitals
"Scott H Donaldson, MD",2,University of North Carolina Hospitals
"Ronald C Chen, MD",0,UNC REX Healthcare
"John T Soper, MD",3,UNC REX Healthcare
"Brian Specht, MD",0,University of North Carolina Hospitals
"Charles Michael Van Der Horst, MD",0,University of North Carolina Hospitals
"Kristy Mckiernan Borawski, MD",0,Duke University Hospital
"Sascha A. Tuchman, MD",3,University of North Carolina Hospitals
"Neeta L Vora, MD",0,University of North Carolina Hospitals
"Kristalyn K Gallagher, DO",0,University of North Carolina Hospitals
"Xuming Dai, MD",0,Nash Health Care Systems
"Claire Farel, MD",1,University of North Carolina Hospitals
"Mary Jannette Busby-Whitehead, MD",0,University of North Carolina Hospitals
"Scott H Donaldson, MD",2,University of North Carolina Hospitals
"John T Soper, MD",3,UNC REX Healthcare
"Ronald C Chen, MD",0,UNC REX Healthcare
"Melina R Kibbe, MD",3,Northwestern Memorial Hospital
"Daniel Clarke-Pearson, MD",3,University of North Carolina Hospitals
"Maryam Jowza, MD",0,University of North Carolina Hospitals
"Lawrence B Marks, MD",1,Harnett Health System
"Amy K Mottl, MD",1,Alamance Regional Medical Center
"Jennifer G Vick, MD",0,WakeMed Raleigh Campus
"Jennifer E. (Jackson) Mersereau, MD",2,UNC REX Healthcare
"Lisa M Gangarosa, MD",3,University of North Carolina Hospitals
"David Eugene Ballard, MD",0,University of North Carolina Hospitals
"Deb Bhowmick, MD",2,University of North Carolina Hospitals
"Manoj Bobby Subbarao Wunnava, MD",0,University of North Carolina Hospitals
"Leslie H Boyce, MD",0,University of North Carolina Hospitals
"Sherry Ross, MD",1,Duke University Hospital
"James Howard, MD",0,University of North Carolina Hospitals
"Kathleen Knesper Barnhouse, MD",0,University of North Carolina Hospitals
"Anthony J Viera, MD",0,University of North Carolina Hospitals
"Amir Homayoun Barzin, DO",0,University of North Carolina Hospitals
"Nina Browner, MD",3,University of North Carolina Hospitals
"Gary Wayne Jay, MD",2,University of North Carolina Hospitals
"Alan Stiles, MD",1,University of North Carolina Hospitals
"Timothy C Nichols, MD",0,University of North Carolina Hospitals
"Ronald J Falk, MD",1,Alamance Regional Medical Center
"Michael Craig, MD",0,University of North Carolina Hospitals
"Christopher G Nelson, MD",0,UNC REX Healthcare
"Ronit Dedesma, MD",2,University of North Carolina Hospitals
"Jeffrey Park, MD",0,University of North Carolina Hospitals
"Marcie Riches, MD",0,University of North Carolina Hospitals
"Gerald A Hladik, MD",0,Alamance Regional Medical Center
"Diana Borton McShane, MD",1,Duke University Hospital
"Danielle Cardona, PA",0,University of North Carolina Hospitals
"Corey McCabe, PA",0,University of North Carolina Hospitals
"Stephen Lewis Young, MD",0,University of North Carolina Hospitals
"Karen Wood, MD",1,FirstHealth Moore Regional Hospital
"Dennis W Garver, MD",0,UNC REX Healthcare
Leslie Mcdonough Sharpe,0,University of North Carolina Hospitals
"Julie A Monaco, MD",0,University of North Carolina Hospitals
"Cam E Enarson, MD",0,University of North Carolina Hospitals
Krista M Bonner,0,University of North Carolina Hospitals
"Myungsa Kang, MD",0,University of North Carolina Hospitals
"Julieanne Gibson McGregor, MD",0,Alamance Regional Medical Center
"Lars F Jarskog, MD",0,University of North Carolina Hospitals
"Julia Lynn Danek, MD",1,University of North Carolina Hospitals
"Robert Eldan Slater, MD",0,University of North Carolina Hospitals
April Lynne Goley,0,University of North Carolina Hospitals
"Genevieve Louise Lozier, MD",1,University of North Carolina Hospitals
"Carolyn Melinda Ziemer, MD",1,University of North Carolina Hospitals
"Anthony Maceo Robinson Jr., PA",0,University of North Carolina Hospitals
"Elizabeth Schulman, MD",0,University of North Carolina Hospitals
"Thomas Lawton, MD",2,University of North Carolina Hospitals
"Maureen Catherine Dale, MD",1,University of North Carolina Hospitals
"Nicole Porter Harlan, MD",2,University of North Carolina Hospitals
"Alyssa Evelyn Tilly, MD",0,University of North Carolina Hospitals
"Emily Jane Ciccone, MD",0,University of North Carolina Hospitals
"Andrew Mark Shirlen, PA",0,University of North Carolina Hospitals
"Thomas H Belhorn, MD",1,University of North Carolina Hospitals
"Caroline Suzanne Collins, MD",1,University of North Carolina Hospitals
"Katie E Hughes, MD",2,University of North Carolina Hospitals
"Tracy Carole Watson Wang, PA",0,UNC REX Healthcare
"Ashley G. Sutton, MD",0,University of North Carolina Hospitals
"Joseph Charles Crozier, MD",3,University of North Carolina Hospitals
"Anne Monica Lachiewicz, MD",1,University of North Carolina Hospitals
"Leonardo Marucci, MD",0,University of North Carolina Hospitals
Helen Lois Mitchell,0,University of North Carolina Hospitals
"Leslie Horn (Horn) Clark, MD",0,University of North Carolina Hospitals
"Mukhtar Adem, MD",0,University of North Carolina Hospitals
"Kathryn Johnston Ansell, MD",2,University of North Carolina Hospitals
"Megan Royall McElfresh, PA",0,University of North Carolina Hospitals
"Anne Theresa Vaillancourt, PA",0,University of North Carolina Hospitals
"Melissa E Bishop, MD",0,University of North Carolina Hospitals
"Kenton R Cook, MD",0,UNC REX Healthcare
"Eric Davis Pauley, MD",0,University of North Carolina Hospitals
"David A Wohl, MD",0,University of North Carolina Hospitals
